x,y
290.7,72.8
247.7,98
105.29,159.6
80.9,117.6
279.46,218.4
87.65,173.6
71.1,128.8
154.07,117.6
79.84,106.4
96.52,165.2
263.69,254.8
381.11,210
51.77,159.6
124.3,30.8
175.36,112
331.56,22.4
199.76,78.4
364.16,109.2
346.22,218.4
370.25,22.4
227.94,156.8
322.13,142.8
317.39,140
382.63,156.8
210.76,182
304.87,98
355.71,109.2
379.98,131.6
269.69,70
265.99,70
245.5,64.4
433.28,33.6
214.23,70
242.03,8.4
261.39,22.4
300.69,98
315.35,36.4
291.86,36.4
266.81,198.8
321.37,56
247.11,64.4
365.87,50.4
341.25,22.4
388.3,156.8
211.96,117.6
381.65,154
330.17,114.8
242.39,61.6
0,28
278.39,193.2
102.15,98
20.66,22.4
43.78,117.6
264.15,347.2
361.66,285.6
166.38,165.2
147.9,165.2
159.95,392
156.8,392
346.46,347.2
243.18,173.6
279.55,378
261.39,380.8
319.83,22.4
296.15,28
380.86,56
267.21,380.8
266.1,380.8
27.96,44.8
92.42,392
26.33,364
34.95,324.8
214.2,324.8
360.37,285.6
316.65,201.6
364.23,366.8
270.09,378
361.68,229.6
275.23,187.6
48.45,47.6
282.18,187.6
240.68,64.4
235.35,64.4
297.2,11.2
15.41,310.8
16.69,310.8
19.66,56
106.34,246.4
193.03,159.6
179.1,95.2
70.04,22.4
9.9,260.4
113.41,369.6
36.34,341.6
6,378
33.4,140
56.13,56
144.83,81.2
63.71,56
13.75,109.2
89.34,61.6
69.11,78.4
14.25,316.4
180.23,170.8
191.68,380.8
51.49,56
42.09,50.4
45.28,56
9.65,114.8
104.04,378
185.67,263.2
114.78,350
68.17,350
161.69,378
120.95,218.4
165.57,378
15.89,229.6
68.58,86.8
99.99,95.2
0,316.4
102.69,42
128.93,170.8
3.98,142.8
352.68,179.2
358.68,179.2
306.85,84
298.52,95.2
60.98,8.4
26.8,179.2
118.05,162.4
76.7,355.6
280.81,53.2
276.1,53.2
66.4,22.4
32.51,285.6
43.87,182
6.19,201.6
45.35,162.4
51.22,162.4
195.87,246.4
94.27,2.8
32.36,179.2
91.74,168
79.11,190.4
110.35,100.8
65.98,109.2
326.68,190.4
377.85,84
302.13,140
409.85,310.8
326.58,84
114.78,266
322.11,201.6
0,338.8
330.68,11.2
48.78,11.2
323.15,2.8
154.51,120.4
373.24,322
160.4,148.4
1.67,95.2
147.78,33.6
64.2,2.8
300.72,44.8
254.95,75.6
278.45,70
221.07,81.2
190.07,44.8
351.4,263.2
191.7,190.4
41.86,8.4
261.16,120.4
252.15,75.6
245.17,8.4
223.3,81.2
164.34,36.4
352.89,263.2
48.28,95.2
303.68,70
187.24,70
325.07,2.8
160.81,120.4
378.17,322
123.24,151.2
0,95.2
209.89,190.4
247.22,81.2
304.69,131.6
325.42,179.2
117.67,112
369.59,134.4
320.29,98
146.21,168
130.53,187.6
110.7,156.8
112.76,156.8
343.74,137.2
118.26,156.8
7.12,98
103.65,8.4
149.73,120.4
384.44,322
161.38,176.4
6.11,98
151.77,28
28,313.6
119.54,162.4
142.75,120.4
238.26,263.2
177.49,389.2
0,98
173.44,30.8
49.19,64.4
176.94,30.8
332.02,142.8
326.61,134.4
326.44,142.8
286.96,187.6
212.95,30.8
372.24,257.6
190.8,182
339.39,84
47.22,11.2
361.97,30.8
283.9,165.2
311.31,131.6
290.54,165.2
205.67,30.8
326.53,252
208.64,187.6
301.84,30.8
184.02,98
364.55,30.8
300.12,131.6
290.76,187.6
252.18,120.4
286.47,70
367.75,134.4
276.47,70
254.54,84
310.52,70
48.64,252
270.95,47.6
352.56,142.8
282.5,176.4
202.14,117.6
288.47,117.6
246.26,78.4
207.17,117.6
365.8,134.4
284.51,70
217.69,81.2
252.59,170.8
55.39,179.2
326.66,42
28.12,30.8
346.37,190.4
2.08,28
348.75,148.4
22.34,30.8
336.4,154
293.12,179.2
407.22,11.2
11.69,30.8
327.89,154
41.2,75.6
99.53,238
278.56,151.2
245.79,170.8
16.18,30.8
21.68,109.2
46.24,389.2
41.4,140
89.65,0
151.16,145.6
5.96,28
211.51,330.4
409.51,380.8
418.41,198.8
300.34,89.6
185.98,112
274.12,89.6
0,190.4
11.46,44.8
107.6,162.4
290.11,380.8
22.59,44.8
249.97,235.2
384.73,137.2
424.59,78.4
365.7,352.8
259.61,72.8
282.66,137.2
428.6,187.6
432.18,154
404.83,238
433.5,19.6
47.22,350
37.51,196
5.85,120.4
346.17,355.6
279.7,369.6
208.05,11.2
33.92,313.6
137.77,30.8
82.09,296.8
389.03,380.8
355.68,165.2
377.2,78.4
14.62,308
193.75,89.6
211.19,308
265.47,50.4
285.45,168
401.31,42
178.28,120.4
19.71,229.6
41.09,238
239.13,243.6
379.8,327.6
385,36.4
121.31,156.8
173.81,389.2
166.44,389.2
190.7,140
86.56,364
99.01,187.6
111.43,212.8
190.93,117.6
164.75,100.8
43.7,78.4
45.61,285.6
106.04,11.2
50.61,226.8
10.93,28
46.18,257.6
413.4,176.4
321.88,176.4
259.04,11.2
391.63,95.2
254.71,89.6
198.74,232.4
49.86,176.4
152.43,156.8
320.32,380.8
165.63,81.2
245.42,232.4
389.39,257.6
264.16,313.6
345.55,30.8
291.2,64.4
276.48,137.2
217.72,11.2
302.29,246.4
361.15,232.4
284.53,271.6
226.34,67.2
0,204.4
15.47,11.2
259.92,67.2
261.99,257.6
235.87,19.6
98.81,58.8
189.93,176.4
81,154
321.45,268.8
295.35,30.8
344.75,215.6
174.85,282.8
189.06,95.2
44.21,204.4
351.25,170.8
410.72,128.8
369.25,151.2
171.4,170.8
23.13,226.8
45.31,11.2
232.67,249.2
367.65,86.8
253.6,168
134.67,126
163.5,190.4
136.75,39.2
140.78,109.2
91.97,176.4
84.57,30.8
56.38,271.6
116.6,215.6
79.96,285.6
155.41,229.6
196.01,100.8
111.47,229.6
69.07,58.8
131.62,299.6
317.92,44.8
290.12,176.4
344.9,72.8
377.28,140
248.65,154
197.1,285.6
46.04,173.6
125.75,137.2
238.62,196
103.99,131.6
334.3,42
267.14,19.6
270.23,114.8
288.1,128.8
297.49,64.4
269.94,137.2
292.51,70
238.73,98
292.12,299.6
406.1,2.8
188.42,11.2
201.61,389.2
9.19,47.6
285.83,109.2
361.96,271.6
339.04,114.8
287.1,193.2
212.62,355.6
91.15,327.6
326.41,137.2
293.31,358.4
374.86,201.6
148.3,72.8
203.64,168
72.92,380.8
354.73,159.6
428.28,168
341.65,128.8
141.18,156.8
157.27,106.4
95.53,212.8
417.39,106.4
355,246.4
399.88,78.4
231.45,179.2
171.12,156.8
142.07,39.2
59.46,375.2
18.58,109.2
102.56,285.6
158.17,352.8
52.16,207.2
134.69,168
48.91,72.8
359.16,389.2
137.12,53.2
416.91,140
149.71,159.6
403.88,389.2
38.36,19.6
368.23,131.6
219.9,114.8
132,64.4
65.77,296.8
323.17,128.8
389.15,19.6
410.83,145.6
20.78,98
288.88,50.4
84.01,148.4
124.53,64.4
33.37,296.8
321.88,128.8
314.48,170.8
414.12,257.6
18.15,98
286.12,53.2
91.32,148.4
403.27,193.2
144.08,53.2
422.75,140
150.94,159.6
351.35,296.8
43.5,19.6
359.35,128.8
214.47,114.8
296.18,78.4
213.98,81.2
9.96,86.8
167.53,372.4
305.48,78.4
387.23,182
163.48,159.6
115.68,126
21.91,50.4
160.35,159.6
378.84,168
23.51,50.4
0,11.2
59.77,156.8
142.05,168
405.3,389.2
34.72,19.6
361.2,165.2
121.62,42
4.75,11.2
109.26,126
136.06,165.2
411.13,389.2
22.42,19.6
302.39,128.8
120.21,42
123.41,126
121.57,126
344.2,50.4
364.56,56
343.1,182
11.34,378
12.55,98
296.4,86.8
87.38,156.8
383.38,190.4
138.27,271.6
436.05,142.8
24.73,98
362.64,56
4.71,84
9.04,98
303.37,86.8
0,84
388.87,190.4
132.74,271.6
228.27,285.6
283.94,84
93.79,173.6
344.58,42
292.65,78.4
283.59,140
428.67,42
412.86,266
227.89,78.4
61.45,78.4
40.74,305.2
347.23,42
326.01,44.8
224.73,78.4
292.04,81.2
300.99,78.4
351.48,42
291.26,140
393.56,19.6
416.44,257.6
266.48,84
31.63,182
39.68,296.8
12.61,137.2
256.19,33.6
58.85,369.6
390.02,383.6
11.53,285.6
398.95,383.6
270.32,84
400.43,383.6
4.26,285.6
393.25,383.6
14.63,137.2
0,285.6
384.49,383.6
274.31,84
9.48,285.6
11.14,137.2
209.84,53.2
44.13,142.8
154.72,72.8
156.51,282.8
63.74,243.6
244.98,333.2
266.85,392
414.93,198.8
312.93,42
237.29,285.6
221.47,86.8
3.61,187.6
57.88,50.4
231,84
16.8,369.6
97.39,352.8
123.24,366.8
414.38,260.4
433.04,117.6
408.31,70
388.05,11.2
400.82,56
357.79,19.6
379.17,151.2
263.74,187.6
424.11,271.6
11.28,86.8
0,75.6
40.27,11.2
253.55,50.4
255.34,114.8
339.08,296.8
100.36,215.6
133.25,285.6
42.34,299.6
225.85,75.6
345.71,350
339.94,81.2
39.37,182
159.49,285.6
167.25,201.6
274.34,56
246.21,215.6
41.94,187.6
126.44,78.4
95.81,117.6
104.9,249.2
240.16,249.2
271.12,392
347.21,39.2
12.03,19.6
30.84,8.4
243.42,341.6
384.93,39.2
277.34,50.4
392.89,327.6
20.28,246.4
189.83,109.2
162.69,100.8
166.31,44.8
19.04,140
147.34,70
83.32,198.8
44.95,44.8
102.28,240.8
378.95,383.6
254.95,53.2
260.9,11.2
381.28,182
191.47,86.8
163.86,238
45.99,176.4
171.44,168
5.55,383.6
225.52,336
23.98,308
390.53,257.6
266.53,235.2
306.69,204.4
342.58,190.4
400.08,226.8
386.52,11.2
397.31,151.2
282.52,327.6
265.1,184.8
84.16,238
53.89,207.2
36.09,151.2
269.32,58.8
341,168
306.02,168
101.6,61.6
74.76,114.8
86.04,145.6
352.33,271.6
300.22,162.4
370.92,75.6
32.54,114.8
129.29,271.6
211.77,310.8
355.9,170.8
409.34,131.6
322.59,70
108.32,145.6
144.64,168
7.35,5.6
236.59,240.8
365.15,86.8
405.34,30.8
145.91,123.2
102.98,375.2
63.58,162.4
370.27,168
371.52,352.8
428.19,232.4
201.42,109.2
100.51,44.8
171.1,95.2
11.01,145.6
144.1,70
87.1,243.6
22.37,145.6
94.19,266
239.94,212.8
417.22,210
303.1,95.2
410.08,84
243.4,19.6
160.13,372.4
56.87,179.2
82.46,70
38.21,30.8
122.95,173.6
29.77,308
212.7,78.4
263.19,235.2
302.09,109.2
282.5,58.8
253.73,238
391.98,19.6
395.21,120.4
351.65,126
396.34,170.8
57.46,14
67.52,271.6
7.3,112
335.86,14
253.7,145.6
282.87,182
61.96,170.8
99.3,196
95.5,112
398.16,285.6
294.79,162.4
363.62,372.4
37.86,148.4
48.03,50.4
222.35,308
295.05,103.6
261.48,50.4
192.06,25.2
178.9,64.4
17.76,210
69.45,2.8
227.95,271.6
366.16,86.8
427.33,5.6
172.63,131.6
35.64,8.4
62.27,159.6
103.32,134.4
317.92,352.8
272.5,383.6
181.67,103.6
173.14,25.2
211.18,53.2
178.32,44.8
354.89,210
91.85,319.2
246.3,336
93.01,238
342.65,210
85.9,39.2
430.88,260.4
8.29,131.6
108.53,271.6
49.19,333.2
274.05,383.6
425,193.2
401.07,238
9.5,380.8
313.68,187.6
60.98,308
105.98,271.6
37.59,344.4
276.89,383.6
429.76,193.2
381.33,232.4
13.29,380.8
222.74,156.8
57.98,308
244.95,260.4
128.58,327.6
144.16,338.8
92.85,344.4
321.21,327.6
83.46,39.2
412.63,252
78.7,392
392.41,238
177.96,383.6
396.86,193.2
428.6,176.4
388.41,238
172.24,383.6
107.69,327.6
91.56,380.8
204.62,266
156.76,266
410.74,120.4
125.06,44.8
125.73,210
279.55,64.4
48.39,350
347.93,210
150.8,238
411.43,252
78.84,165.2
74.24,392
52.19,383.6
91.73,344.4
329.61,207.2
236.65,341.6
403.18,240.8
182.8,187.6
55.98,383.6
59.56,383.6
385.66,249.2
264.6,176.4
358.43,193.2
359.02,78.4
173.6,263.2
373.71,33.6
107.43,19.6
355.6,215.6
92.87,319.2
148.09,330.4
351.97,193.2
249.73,372.4
215.03,2.8
244.68,282.8
339.76,168
5.44,33.6
350.92,215.6
95.54,319.2
246.93,316.4
129.67,375.2
303.03,271.6
101.65,274.4
408.25,196
419.6,204.4
409.84,196
265.02,240.8
255.94,120.4
0,383.6
106.99,352.8
138.12,266
404.02,204.4
152.83,277.2
360.21,277.2
399.68,196
144.5,266
215.3,173.6
404.96,196
272.62,246.4
195.25,112
120,266
49.08,344.4
140.97,263.2
279.13,25.2
190.23,277.2
378.09,350
175.94,277.2
412.81,341.6
191.82,112
367.72,350
166.03,266
390.64,344.4
94.11,375.2
172.26,257.6
398.52,344.4
208.99,109.2
184.65,277.2
218.81,372.4
159.61,296.8
43.75,140
148.82,232.4
152.11,288.4
90.83,246.4
396.39,257.6
388.86,16.8
365.28,182
318.56,42
210.24,109.2
223.71,86.8
0,187.6
53.41,58.8
1.8,386.4
85.88,372.4
112.16,352.8
47.06,109.2
382.84,145.6
425.96,81.2
359,352.8
275.27,67.2
302.52,277.2
291.2,25.2
265.88,249.2
382.97,238
292.12,288.4
207.97,201.6
231.19,327.6
53.66,238
280.71,120.4
265.15,383.6
348.12,179.2
78.47,305.2
32.31,109.2
378.97,182
217.05,392
365.59,168
211.5,392
178.82,282.8
137.16,327.6
55.72,30.8
227.01,207.2
39.66,187.6
201.03,19.6
50.45,350
176.8,201.6
221.09,336
300.02,249.2
428.87,19.6
337.04,207.2
75.45,313.6
166.58,344.4
237.04,347.2
397.37,47.6
423.96,229.6
281,338.8
4.96,249.2
218.74,114.8
2.35,67.2
117.09,263.2
54.43,187.6
116.94,238
100.98,196
181.15,277.2
93.46,243.6
421.44,347.2
235.5,58.8
268.21,347.2
408.64,98
237.09,89.6
201.32,229.6
77.99,14
209.16,159.6
50.57,338.8
203.93,352.8
217.29,319.2
283.4,383.6
246.75,305.2
261.07,392
423.64,64.4
395.26,168
390.04,215.6
395.94,232.4
371.85,232.4
298.74,277.2
222.15,67.2
10.76,330.4
48.89,58.8
259.72,154
317.39,170.8
361.43,369.6
146.84,313.6
72.64,114.8
372.29,182
350.68,350
247.87,254.8
350.04,212.8
167.28,288.4
139.65,257.6
41.82,204.4
172.49,212.8
125.36,350
69.3,392
65.96,238
58.22,277.2
128.85,243.6
302.14,327.6
257.93,221.2
261.53,168
129.82,126
248.23,355.6
56.13,159.6
367.74,168
403.71,243.6
369.54,210
46.67,224
176.76,352.8
105.73,30.8
83.25,2.8
32.92,355.6
66.03,277.2
24.99,392
0,159.6
265.86,196
423.6,277.2
323.83,366.8
197.69,249.2
215.01,117.6
94.2,336
79.51,14
174.32,182
7.31,109.2
102,364
252.76,53.2
432.98,196
293.21,310.8
364.69,305.2
428.84,67.2
308.07,53.2
336.93,364
415.88,226.8
386.02,224
279.44,277.2
179.64,81.2
6.53,366.8
115.43,249.2
302.87,224
302.22,173.6
336.64,333.2
311.98,8.4
38.32,338.8
361.21,81.2
227.71,123.2
247.54,260.4
398.45,165.2
226.27,294
193.28,288.4
52.28,210
22.24,162.4
214.61,327.6
40.19,364
410.62,117.6
0,288.4
126.85,243.6
424.52,288.4
366.35,30.8
236.98,114.8
172.57,173.6
99.89,156.8
16.12,182
124.89,117.6
348.82,277.2
359.68,224
136.26,2.8
47.94,366.8
86.44,392
166.02,224
306.45,89.6
273.21,75.6
323.13,352.8
63.19,134.4
60.52,98
159.56,81.2
59.83,67.2
31.69,176.4
20.96,229.6
100.21,81.2
125.19,392
74.96,369.6
66.17,131.6
103.68,347.2
196,243.6
63.71,327.6
23.51,221.2
139.31,165.2
114.32,361.2
58.94,182
184.38,134.4
150.34,305.2
148.63,114.8
429.73,165.2
175.95,190.4
372.72,179.2
131.82,28
185.59,260.4
30.32,2.8
111.38,296.8
1.21,224
86.64,224
267.15,243.6
24.66,254.8
336.47,299.6
232.34,170.8
247.34,386.4
150.06,392
216.09,224
85,109.2
226.59,240.8
197.02,61.6
355.44,310.8
429.71,277.2
312.31,212.8
324.94,308
428.46,30.8
319.34,350
371.81,50.4
380.95,288.4
434.59,30.8
252.05,344.4
250.75,344.4
375.28,288.4
427.93,145.6
386.99,364
44.08,299.6
226.58,235.2
223.89,392
301.8,190.4
327.38,288.4
267.21,207.2
22.18,266
205.93,288.4
92.38,98
125.67,333.2
107.9,263.2
201.65,327.6
194.59,263.2
157.48,355.6
255.06,336
117.77,369.6
44.57,221.2
110,235.2
41.02,198.8
359.27,47.6
355.5,313.6
307.44,156.8
204.89,299.6
101.42,392
75.18,98
76.74,358.4
116.35,288.4
90.71,310.8
35.31,288.4
88.08,316.4
44.4,327.6
0,142.8
10.05,252
160.35,299.6
50.41,182
105.99,322
47.32,159.6
187.09,338.8
67.74,232.4
110.99,313.6
85.12,310.8
84.62,196
331.35,165.2
